,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
124,154,"Absurd bad service is the first sentence that I choose to start this review with. Sats are fundamentally built on cheating/ luring new students with their so-called 40-50% student discount, after a few months then it is downgraded to 20%. Which should almost be an offense in terms of false marketing, as you as the consumer think it applies to all the time that you are a student.",a1fa2be4-Sanna.csv,-1.0,,,,,absurd bad ,Sanna,Absurd dårlig service er den første…,1.0,absurd ,169.0
125,157,It's always a great pleasure to train on Clara's team in Elsinore. Her energy and good mood are very motivating,a1fa2be4-Sanna.csv,1.0,,1.0,,,it's always,Sanna,Det er altid en stor fornøjelse at…,5.0,it's al,172.0
126,162,"You need new machines, it floats with paper, the toilets in the dressing room are disgusting, dumbbells are set up randomly and sometimes scattered around the center, other customers hardly ever put weights in place.Apart from the machines, the above can be corrected by starting to set requirements for customers.",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,you need ne,Sanna,I trænger til nye maskiner,2.0,you nee,177.0
127,166,"Withdrawal is completely impossible and impossible to get in touch with the company.This has been tried through ""MIN SIDE""",a1fa2be4-Sanna.csv,-1.0,,,,,withdrawal ,Sanna,Udmeldelse er komplet umuligt og…,1.0,withdra,181.0
128,175,"When you sign up for a free trial on 23/7 when you get a trial period and free creation, it says that the first payment includes remaining days of the current month, prepayment for the next month as well as setting up fees.TOTALsum 0kr· you get this month from 23-31/7, next month and creation free of charge.Please note that you have to remember to cancel before 1/8, so as not to be charged for 1-30/9?, if you don't like the gym! That's why come and buy a month free of charge and we withdraw you for the month after! AND for that week from 23/7-31/7, even if there were any other charges in connection with registration.Bondeprisi, PAS AT THERE!When you call in and mail with them, they insist on having to have money.",a1fa2be4-Sanna.csv,-1.0,,,,,when you si,Sanna,KAMPAGNE ER BONDEFANGERI,1.0,when yo,190.0
129,184,"Nice tools, good space and sweet staff. But there is no ventilation, damn buzzing, especially in the dressing room and the bath.Mvh Søren",a1fa2be4-Sanna.csv,0.0,1.0,1.0,,,"nice tools,",Sanna,Fine redskaber,4.0,nice to,199.0
130,192,I LOVE to train in Sats Birkerød. Nice place and amazing staff and amazing people.,a1fa2be4-Sanna.csv,1.0,,1.0,,1.0,i love to t,Sanna,Jeg ELSKER at træne i Sats Birkerød,5.0,i love ,207.0
131,207,"Big gym spanning 3 floors. Good selection of benches and power racks. All equipment is of the lowest quality possible (Technogym) and has clearly been compromised to maximize profits. This lack of care for traning quality also becomes strenghtend by obscure rules, such as backpacks/gymbags or similar being forbidden in the gym. Receptionist staff are all super friendly and helpful, and the ALL-IN and heatwave yoga are excellent offers. This gym is very good at everthing not related to actual training. Would recommend if your looking for a cheap place to just do cardio and some strength training.",a1fa2be4-Sanna.csv,0.0,-1.0,1.0,,,big gym spa,Sanna,PureGym Odense,2.0,big gym,1.0
132,215,"Many broken machines.
There is dirt on the handles for the dressing rooms.
There is dust on several of the machines.
Music is played so loud on Saturday nights that you would think it was a disco. If only the music was good.
But it's just ""head knees and toes""
No staff on.",a1fa2be4-Sanna.csv,-1.0,-1.0,-1.0,-1.0,,many broken,Sanna,PureGym Odense,1.0,many br,9.0
133,224,Good atmosphere and friendly service.,a1fa2be4-Sanna.csv,1.0,,1.0,,,good atmosp,Sanna,PureGym Odense,4.0,good at,18.0
134,230,"Clean and spacious, but some equipment could be a bit newer or more well maintained. The locker rooms are quite small here.",a1fa2be4-Sanna.csv,0.0,-1.0,,1.0,,clean and s,Sanna,PureGym Odense,4.0,clean a,24.0
135,231,Love this gym! People are very friendly and helpful. Love the atmosphere. My fiancé and I come here daily and it's really good.,a1fa2be4-Sanna.csv,1.0,,1.0,,,love this g,Sanna,PureGym Odense,5.0,love th,25.0
136,236,"I do not want to NEVER return to this center, unfortunate at first impression is what counts, although the teachers do a great job, if the receptionist shows her worst education and humor on a Saturday at 8 in the morning when you go happy to your  bike class and they ruin your morning because they almost treated you as a ""thief"" for taking a bike shoe (which of course you paid for before) from the counter (where in ALL the Odense centers of Fitness world you only go and take them) to  exception of the center of Tarupvej where you have to wait (even if you don't have time to wait because nobody and nobody is around to answer your call) that the receptionist comes to carry out the ""simple"" task of passing your shoes because you are not ""authorized""  to cross that very important and impenetrable downtown area !!!!",a1fa2be4-Sanna.csv,-1.0,,-1.0,,,i do not wa,Sanna,PureGym Odense,1.0,i do no,30.0
137,241,"Very friendly staff.  This is good but classes seem to be very early (4-5-6 in the evening) also in the  female changing room only 2 showers working, 2!!! With the amount of users there should be at least 4 and only 1 toilet. But staff and monitors very friendly.",a1fa2be4-Sanna.csv,1.0,-1.0,1.0,,,very friend,Sanna,PureGym Odense,3.0,very fr,35.0
138,244,"Nice gym, friendly staff and much of a space.",a1fa2be4-Sanna.csv,1.0,,1.0,,,"nice gym, f",Sanna,PureGym Odense,4.0,nice gy,38.0
139,248,"Nice place, good environment, not too busy",a1fa2be4-Sanna.csv,1.0,,,,,"nice place,",Sanna,PureGym Odense,5.0,nice pl,42.0
140,253,Every day is biceps day,a1fa2be4-Sanna.csv,0.0,,,,,every day i,Sanna,SATS gym in Aalborg,5.0,every d,47.0
141,254,Love it,a1fa2be4-Sanna.csv,1.0,,,,,love it,Sanna,SATS gym in Aalborg,5.0,love it,48.0
142,277,"well appointed gym; not crowded mid
morning",a1fa2be4-Sanna.csv,1.0,,,,,well appoin,Sanna,PureGym Copenhagen,5.0,well ap,71.0
143,358,"Wasted potential. This could be a good gym, but their obvious desire to minimize spending really hurts the customer experience.

Equipment is broken for weeks (sometimes months) at a time. Showers work intermittently, and when down, also take weeks to fix.

Locker room has lots of almost all half size lockers (many of which are broken) and these are only half occupied even at peak times. So why not install a room of full length lockers and keep them in working order? That would cost money. Can't do that it would seem.

There was a steam room. It was closed in early 2022, supposedly due to high energy prices at the time. Never reopened. No reason given, other then the ridiculous argument that somehow, by keeping it open, the whole business would fail and the gym would then have to close down.

And the minimal staffing means there's nobody to enforce the rules (CLEAN THE MACHINE WHEN YOU ARE DONE!) or do little things like fill up soap dispensers in the bathrooms and showers.",a1fa2be4-Sanna.csv,-1.0,-1.0,,,,wasted pote,Sanna,SATS gym in Copenhagen,2.0,wasted ,152.0
144,364,"The gym is ok, although with rising prices I guess it became a bit expensive for what it offers. It is a bit small but very modern and fairly clean. At least more than other gyms I have seen in Copenhagen. It is often packed when it comes to using the barbell stations but definitely, I have seen it worse.

The staff is usually nice, although when you have a question (e.g. about billing etc.) it is all managed in a very confusing way. I do not think is their fault, but rather something related to their internal procedures and IT systems.

The classes are in Danish, but you can also find classes in English. Besides the language barriers, I find the classes useful and entertaining. Usually, the instructors are of a good level and there is quite a good variety.

The app is a welcome help for booking classes and other functions, although sometimes the user experience could be improved (and the same with the website).

I am still a client and I think the gym has the potential though to become even better. It depends on what the management will make out of it.",a1fa2be4-Sanna.csv,0.0,,1.0,1.0,,the gym is ,Sanna,SATS gym in Copenhagen,3.0,the gym,158.0
145,372,"Overall clean gym and welcoming personnel.

Nevertheless, the lack of maintenance leaves a bad taste, as for the same price you can have many more services in other  gyms, if you are willing to have broken locker rooms, for example.",a1fa2be4-Sanna.csv,0.0,-1.0,1.0,1.0,,overall cle,Sanna,SATS gym in Copenhagen,3.0,overall,166.0
146,388,"A really good gym with a lot of equipment and other utilities (sauna etc). It has a great manager and other friendly employees that are always willing to help and provide information.
Went here for 5 months during my exchange abroad and honestly it is really good.",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,a really go,Sanna,SATS gym in Copenhagen,5.0,a reall,182.0
147,392,"I should not have believed the positive reviews before joining. This is possible the worst gym I have been in Copenhagen. It's CROWDED and the layout is terrible, there is just 1 machine for some basic exercises so you will always be waiting (just 1 machine for leg press, leg extension, chest flies, etc..). Other than that, the gym is old and in need of renovating. To make it even worse, the customer service in the call center or email is rude and won't listen to anything you might have to say. Avoid.",a1fa2be4-Sanna.csv,-1.0,-1.0,-1.0,,,i should no,Sanna,SATS gym in Copenhagen,1.0,i shoul,186.0
148,404,"A few stars for a nice location, however the place itself is dirty, machines are old / out of order, it’s lacking equipment and floor spacing (they rather want to sell clothes than utilize space for actual fitness equipment for us to work with). Cannot recommend",a1fa2be4-Sanna.csv,,-1.0,,-1.0,1.0,a few stars,Sanna,SATS gym in Copenhagen,2.0,a few s,198.0
149,405,"Underwhelming. SATS has the reputation of being a bit of an upper-class gym according to the pricing compared to other gyms, but in reality it’s filthy. Mold, dirt, outdated equipment…. The workout areas are not thought of to make them comfortable.",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,underwhelmi,Sanna,SATS gym in Copenhagen,1.0,underwh,199.0
150,407,"Alright so the staff don't know the rules. First they say I can pause for 6 months with no problems, then it's 4 months and it costs 150 per month. It costs you to stop the membership and it will cost you to start it again.im paying +300dkk per month, for that price, I'm expecting much better service than this. Every time I want to do something the system is down. SATS will change your rules if you haven't been with fitness Dk for Long. The gym is big, and NO ONE re racks their weights. If I wouldn't have this gym at 100m I wouldn't honestly come back and I've been going to different gyms to +10 years",a1fa2be4-Sanna.csv,-1.0,,-1.0,,,alright so ,Sanna,SATS gym in Copenhagen,1.0,alright,201.0
151,413,Horrible internet connection. Staff knows about it and it brings frequent complaints but the management won’t do anything about it.,a1fa2be4-Sanna.csv,-1.0,,,,,horrible in,Sanna,SATS gym in Copenhagen,1.0,horribl,207.0
152,414,"Perfect geographical location. Unfortunately, equipement is so mid and kinda rusty in some cases. No problem with the staff tho. But accessoire wise, there's a lot of room for improvement.",a1fa2be4-Sanna.csv,0.0,-1.0,,,1.0,perfect geo,Sanna,SATS gym in Copenhagen,2.0,perfect,208.0
153,418,"The men’s showers are better now, but still room for improvement",a1fa2be4-Sanna.csv,0.0,,,,,the men’s s,Sanna,SATS gym in Copenhagen,3.0,the men,212.0
154,421,"The gym itself is massive with a lot of different equipment and facilities. However, the service which the SATS' staff provides is below satisfactory. I had issues with my membership and none of the clerks tried to help despite me asking. Still, I would recommend this gym as opposed to others.",a1fa2be4-Sanna.csv,1.0,1.0,-1.0,,,the gym its,Sanna,SATS gym in Copenhagen,4.0,the gym,215.0
155,422,Ok,a1fa2be4-Sanna.csv,0.0,,,,,ok,Sanna,SATS gym in Copenhagen,3.0,ok,216.0
156,427,"Very nice quite large fitness center. Plenty of equipment. Almost always vacant treadmills, bikes and cross trainers. Large spinning studio and two other studios for classes. Staff is very friendly, and people are in general nice. I have been a member the last ten years. There are no xxx heavy dumbbells which keeps away the pro body builder type. You can buy a quite large assortment of fitness beverages energy bars and coffee in the cafe.",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,very nice q,Sanna,SATS gym in Copenhagen,4.0,very ni,221.0
157,431,"Flood in mens bath, sauna and steam bath often broken and maybe 8 out of 150 lockers actually work.. So you need to bring your stuff around the gym",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,flood in me,Sanna,SATS gym in Copenhagen,1.0,flood i,225.0
158,442,Neat and clean place for workout.,a1fa2be4-Sanna.csv,1.0,,,1.0,,neat and cl,Sanna,SATS gym in Copenhagen,5.0,neat an,236.0
159,444,"The worst rate I have been in. Old and lousy fitness machines, small and bad layout... Find another center so last visit",a1fa2be4-Sanna.csv,-1.0,-1.0,,,,the worst r,Sanna,SATS gym in Copenhagen,2.0,the wor,238.0
160,449,"Fantastic gym with tons of equipment. Plenty of options and plenty of space to move around. Lots of racks, benches, dumbbells, kettlebells, bands. Cardio equipment includes plenty of treadmills, bikes, stair climbers, etc.

Plenty of lockers available and I was offered a combo lock if needed. Affordable day pass (60 dkk) was easy to pay. There was always an employee at or near the front desk who was quick to help.",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,fantastic g,Sanna,gyms in Copenhagen,5.0,fantast,243.0
161,552,"Not as many good classes anymore. TRX and functional training classes are great for strength and cardio, but difficult to find a good class",a1fa2be4-Sanna.csv,0.0,1.0,,,,not as many,Sanna,PureGym Aarhus,3.0,not as ,346.0
162,553,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!",a1fa2be4-Sanna.csv,1.0,1.0,1.0,-1.0,,great gym! ,Sanna,PureGym Aarhus,5.0,great g,347.0
163,554,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good.",a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,great place,Sanna,PureGym Aarhus,5.0,great p,348.0
164,555,Very big space with lot of good machines in good state. Very friendly staff.,a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,very big sp,Sanna,PureGym Aarhus,5.0,very bi,349.0
165,556,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean.",a1fa2be4-Sanna.csv,1.0,,1.0,1.0,1.0,i like this,Sanna,PureGym Aarhus,5.0,i like ,350.0
166,557,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines.",a1fa2be4-Sanna.csv,1.0,1.0,,,,nice fitnes,Sanna,PureGym Aarhus,4.0,nice fi,351.0
167,558,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down.",a1fa2be4-Sanna.csv,0.0,-1.0,,,,it's fine f,Sanna,PureGym Aarhus,3.0,it's fi,352.0
168,559,"One of the better fitness centers, at least in the ""Fitness World"" line-up",a1fa2be4-Sanna.csv,1.0,,,,,one of the ,Sanna,PureGym Aarhus,4.0,one of ,353.0
169,560,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room,a1fa2be4-Sanna.csv,-1.0,,,,,cluttered a,Sanna,PureGym Aarhus,2.0,clutter,354.0
170,561,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it",a1fa2be4-Sanna.csv,-1.0,,,,,i think i a,Sanna,PureGym Aarhus,1.0,i think,355.0
171,562,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice.",a1fa2be4-Sanna.csv,0.0,,1.0,,,great fitne,Sanna,PureGym Aarhus,4.0,great f,356.0
172,563,Clean but have some old equipment that could be replaced,a1fa2be4-Sanna.csv,0.0,-1.0,,1.0,,clean but h,Sanna,PureGym Aarhus,4.0,clean b,357.0
173,564,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.,a1fa2be4-Sanna.csv,1.0,,1.0,,,great fitne,Sanna,PureGym Aarhus,5.0,great f,358.0
174,565,"Great place, nice separation of floors, clean.",a1fa2be4-Sanna.csv,1.0,,,1.0,,great place,Sanna,PureGym Aarhus,5.0,great p,359.0
175,566,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!",a1fa2be4-Sanna.csv,-1.0,,,,,bad vibes! ,Sanna,PureGym Aarhus,2.0,bad vib,360.0
176,567,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times.",a1fa2be4-Sanna.csv,1.0,-1.0,,1.0,,clean gym w,Sanna,PureGym Aarhus,5.0,clean g,361.0
177,568,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries.",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,really chea,Sanna,PureGym Aarhus,2.0,really ,362.0
178,570,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance.",a1fa2be4-Sanna.csv,0.0,-1.0,,,,gym is dece,Sanna,PureGym Aarhus,3.0,gym is ,364.0
179,572,Pretty bad compared to the other places fitness world centers I've been to in Aarhus,a1fa2be4-Sanna.csv,-1.0,,,,,pretty bad ,Sanna,PureGym Aarhus,2.0,pretty ,366.0
180,573,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations""",a1fa2be4-Sanna.csv,1.0,,1.0,1.0,,"nice staff,",Sanna,PureGym Aarhus,4.0,nice st,367.0
181,574,Nice gym,a1fa2be4-Sanna.csv,1.0,,,,,nice gym,Sanna,PureGym Aarhus,5.0,nice gy,368.0
182,575,"Clean gym, friendly staff, Working Machines",a1fa2be4-Sanna.csv,1.0,1.0,1.0,1.0,,"clean gym, ",Sanna,PureGym Aarhus,5.0,clean g,369.0
183,576,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money.",a1fa2be4-Sanna.csv,-1.0,,,,,worst custo,Sanna,PureGym Aarhus,1.0,worst c,370.0
184,577,"Decently equipped gym. Good amount of free weights, machines and other features.",a1fa2be4-Sanna.csv,1.0,1.0,,,,decently eq,Sanna,PureGym Aarhus,4.0,decentl,371.0
185,578,The machines are new and the stuff is very friendly and ready to assist.,a1fa2be4-Sanna.csv,1.0,1.0,1.0,,,the machine,Sanna,PureGym Aarhus,4.0,the mac,372.0
186,579,Wish there were some kind of security,a1fa2be4-Sanna.csv,-1.0,,,,,wish there ,Sanna,PureGym Aarhus,4.0,wish th,373.0
187,580,Good place to relax and get fit,a1fa2be4-Sanna.csv,1.0,,,,,good place ,Sanna,PureGym Aarhus,5.0,good pl,374.0
188,581,"Great place, a lot of machines and heavy lifting space, big fitness room suitable for stretching or warming up session.",a1fa2be4-Sanna.csv,1.0,1.0,,,,great place,Sanna,PureGym Aarhus,5.0,great p,375.0
189,582,"It is new facility and the equipment is worst. I have seen many not in working mode even after few days.

Treadmills are worse and not installed properly. They are very tiresome and I have said many times to the staff but no actions.

The staff is kind and good but no action towards the improvements we suggest.",a1fa2be4-Sanna.csv,-1.0,-1.0,1.0,,,it is new f,Sanna,PureGym Aarhus,1.0,it is n,376.0
190,583,"Good local fitness center. Rush hours from 17 to 19, better go after or before these hours. Please, add new music videos.",a1fa2be4-Sanna.csv,1.0,,,,,good local ,Sanna,PureGym Aarhus,5.0,good lo,377.0
191,584,Just love it,a1fa2be4-Sanna.csv,1.0,,,,,just love i,Sanna,PureGym Aarhus,5.0,just lo,378.0
192,586,"Amazing spacy gym with long opening hours, parking and modern machines.",a1fa2be4-Sanna.csv,1.0,1.0,,,,amazing spa,Sanna,PureGym Aarhus,5.0,amazing,380.0
193,587,"Tge gym is fine, but people here do not put weigths on their place",a1fa2be4-Sanna.csv,0.0,,,,,tge gym is ,Sanna,PureGym Aarhus,3.0,tge gym,381.0
194,588,Do not recommend if you don't want to be boiled. It's too hot inside and no proper ventilation.,a1fa2be4-Sanna.csv,-1.0,,,,,do not reco,Sanna,PureGym Aarhus,1.0,do not ,382.0
195,589,"A good-sized gym on several floors, with a large variety of free weights, machines and classes. Not the tidiest Fitness World you'll find; weight plates often strewn around the area rather than stacked on a weights tree.",a1fa2be4-Sanna.csv,1.0,1.0,,,,a good-size,Sanna,PureGym Aarhus,4.0,a good-,383.0
196,591,"Members do not clean after themselves, do not put the weight back
The gym is messy and dirty. The floor is nasty. The weights are everywhere but on the racks. The bottom floor that is in the cellar is humid as hell. Equipments are not maintained and a lot of them are broken or have flaws. The rubber bands that are available for use are so dirty and sticky. The only reason I keep the membership is because it is literally 2 minutes from where I live. Do not recommend to anyone, not worth the money.",a1fa2be4-Sanna.csv,-1.0,-1.0,,-1.0,,members do ,Sanna,PureGym Aarhus,1.0,members,385.0
197,592,"The equipment looks like all the broken leftovers from the other gyms. The usual guests have no manners. No one puts equipment back in their place, the gym always looks like a mess.",a1fa2be4-Sanna.csv,-1.0,-1.0,,,,the equipme,Sanna,PureGym Aarhus,2.0,the equ,386.0
198,593,You can sweat here :-),a1fa2be4-Sanna.csv,1.0,,,,,you can swe,Sanna,PureGym Aarhus,4.0,you can,387.0
199,594,"Always messy, and the equipment/machines are cheap.",a1fa2be4-Sanna.csv,0.0,,,,,always mess,Sanna,PureGym Aarhus,2.0,always ,388.0
200,595,God service,a1fa2be4-Sanna.csv,1.0,,,,,god service,Sanna,PureGym Aarhus,5.0,god ser,389.0
201,596,"Very good impression and you'll find everything you need, the only missing thing is the sauna, it's on time out in all SATS gyms in malmö :-/",a1fa2be4-Sanna.csv,1.0,,,,,very good i,Sanna,SATS gyms,4.0,very go,390.0
202,601,"Nice staff.
Spacious.
However the Big group training area's floor is almost fully broken. Everywhere there you step on, you may twist your ankle. As time goes by, it gets worse.",a1fa2be4-Sanna.csv,0.0,-1.0,1.0,,,nice staff.,Sanna,SATS gyms,4.0,nice st,395.0
203,605,"The gym is very clean and fresh. I would give it 5 stars if they had som dance, afro, step and zumba. I really miss my dance-classes from my last gym.",a1fa2be4-Sanna.csv,1.0,,,1.0,,the gym is ,Sanna,SATS gyms,3.0,the gym,399.0
204,3,"Sweet nice young people working, they have a smile on their lips and are always helpful say hi and goodbye..",344f1158-Bogdan.csv,1.0,,1.0,,,sweet nice ,Bogdan,Søde rar unge mennesker der arbejder,5.0,sweet n,2.0
205,6,"I exercise early in the morning and start before staff arrives. A fine arrangement that can be done. Now, however, I have experienced my card twice in the past while having been rejected by a technique error that I cannot get an explanation for. I have had the card checked and it is not a problem. I have to wait for the neighborhood to go before you can use the card again. Here I have come in, but it is annoying. The first time this happened I had my membership card exchanged, but the same mistake repeated with the new one.",344f1158-Bogdan.csv,0.0,,,,,i exercise ,Bogdan,Irritationsmoment,3.0,i exerc,5.0
206,7,"there is a nice atmosphere in the morning there is what it takes to get a good training, many have trained together for several years, there are few things that could get better, we train 3 times a week on Bondovej in odense",344f1158-Bogdan.csv,1.0,,,,,there is a ,Bogdan,der er en fin stemning om morgenen der…,4.0,there i,6.0
207,17,My end at V Bro Kh is well designed and staff are welcoming. Good advice for the chain: Rate much more on +50 year old customers. One study after another document that strength training is the main pillar to maintain a moving and healthy body.The rate could be open offers at special quiet times.,344f1158-Bogdan.csv,1.0,1.0,1.0,,,my end at v,Bogdan,Forener Young,4.0,my end ,16.0
208,21,I started my membership in October and halfway into the month I choose to quit my membership because I quit school in early November but then I see that I wasn't out of business so I had to pay for November but then I quit today (1/11) also I see that my membership doesn't stop until 31/12 so I have to pay for 2 months I can't train,344f1158-Bogdan.csv,-1.0,,-1.0,,,i started m,Bogdan,Skal betale for 2 måneder jeg ikke kan træne pga PureGym,1.0,i start,20.0
209,22,Good instructor and good local social network,344f1158-Bogdan.csv,1.0,,1.0,,,good instru,Bogdan,God instruktør og godt lokalt socialt…,4.0,good in,21.0
210,23,"Good training program, good and committed trainer!",344f1158-Bogdan.csv,1.0,,1.0,,,good traini,Bogdan,Godt træningsprogram,4.0,good tr,22.0
211,35,Best PureGym I've been to was at Grønløkkevej,344f1158-Bogdan.csv,1.0,,,,,best puregy,Bogdan,Bedste PureGym jeg har været i var ved…,5.0,best pu,38.0
212,65,"Cute staff. Nice and clean. Good team training. However, a little small due to a lot of people registering this time of year.",344f1158-Bogdan.csv,1.0,1.0,1.0,1.0,,cute staff.,Bogdan,Pænt Fitnesscenter,4.0,cute st,75.0
213,80,The age limit is too low and too many rogue members,344f1158-Bogdan.csv,-1.0,,,,,the age lim,Bogdan,Aldersgrænsen er for lav og for mange…,2.0,the age,90.0
214,85,The company lacks innovation - and here I think that changing the name to Pure Gym cannot do it. Recent bad experience: yoga team I was on was so badly heated that I freeze even though I was wearing a long sleeved shirt. Is it supposed to completely abolish the Hot-Yoga teams and instead introduce Frys-Yoga?,344f1158-Bogdan.csv,-1.0,-1.0,-1.0,,,the company,Bogdan,Dygtige instruktører,2.0,the com,95.0
215,88,Snuffy.Peanut and too expensive gradually. Pyregym name and a little paint do not correct it.,344f1158-Bogdan.csv,-1.0,,,,,snuffy.pean,Bogdan,"Smånusset , slidt og for dyrt",2.0,snuffy.,99.0
216,94,Good gym. With welcoming staff. OK space and training equipment. There's always coffee ;),344f1158-Bogdan.csv,1.0,1.0,1.0,,,good gym. w,Bogdan,Godt gym,5.0,good gy,105.0
217,105,Thanks a lot to Andy from Sats... customer service... he's super helpful... and quickly solved my membership issue.,344f1158-Bogdan.csv,1.0,,1.0,,,thanks a lo,Bogdan,Tusinde tak til Andy fra Sats’…,5.0,thanks ,116.0
218,107,"Great with two directors, it gives a good atmosphere. Good team and talented directors. Unfortunately, the sound snapped a bit along the way and a speaker stopped at some point. However, it was taken care of.It is still a problem with the showers in the locker.",344f1158-Bogdan.csv,0.0,,1.0,-1.0,,great with ,Bogdan,Holdet er fedt! Omgivelserne trænger til en kærlig hånd,4.0,great w,118.0
219,113,"Great center to train in, especially crazy about the sauna(when else it works).",344f1158-Bogdan.csv,1.0,1.0,,,,great cente,Bogdan,Fedt center at træne i,4.0,great c,124.0
220,117,"I have had the most amazing experience at the Sats gym, and I would like to share my enthusiasm. The whole experience has been extremely positive and I would like to thank Andy from customer service. Andy has been extraordinary in helping me with my questions and concerns. His professional and friendly attitude has made all the difference. From start to finish he has been available to answer my questions and make sure that I feel welcome and well taken care of.I cannot stress enough how much I appreciate the excellent service I have received from Andy and the rest of the Sats team.",344f1158-Bogdan.csv,1.0,,1.0,,,i have had ,Bogdan,kundeservice i top,5.0,i have ,128.0
221,120,Experience the morning of Thursday that an employee or more playing with one's membership so you can't get in it happened several times that not everyone is welcome in Sats in Valby!!,344f1158-Bogdan.csv,-1.0,,-1.0,,,experience ,Bogdan,Sats Valby,1.0,experie,132.0
222,127,"Beware! It doesn't matter how long you are paying member, SATS will cheat you. Smooth billing practices and willingness to go through customers who have been loyal for years without notice when they turn up.",344f1158-Bogdan.csv,-1.0,,-1.0,,,beware! it ,Bogdan,Pas på!,1.0,beware!,141.0
223,133,"SATS Frederiksberg.Lovely center, good and pleasant people.The only minus is that most showers have a very low pressure. Otherwise there is not a finger to put.",344f1158-Bogdan.csv,1.0,,1.0,,,sats freder,Bogdan,SATS Frederiksberg (Falkoner),5.0,sats fr,147.0
224,136,Good machines - friendly staff - good opening hours - nice that I can take the son with me. Isn't it possible you get a family membership at some point. And an ounce repair of machines shouldn't take two weeks.,344f1158-Bogdan.csv,0.0,1.0,1.0,,,good machin,Bogdan,Gode maskiner,5.0,good ma,151.0
225,137,It is impossible to cancel your subscription regardless of whether I'm physically addressing or trying on the website. Being referred to to try and it doesn't work,344f1158-Bogdan.csv,-1.0,,-1.0,,,it is impos,Bogdan,Det er umuligt at opsige sit abonnement…,1.0,it is i,152.0
226,138,Training fineBut still no steam bath - but micro sauna. Come on Sats - show that you can offer a little more. What happens there - excuse about high electricity price - does not work,344f1158-Bogdan.csv,-1.0,-1.0,,,,training fi,Bogdan,Dampbad,4.0,trainin,153.0
227,143,"There are several of us who have been asking for a yoga team in Glostrup for several months now, but nothing happens. I know that there are many interested people, so I don't understand why one isn't being created? I've been on well-visited yoga teams in Glostrup before, and I really miss it very much!",344f1158-Bogdan.csv,-1.0,,-1.0,,,there are s,Bogdan,SATS Glostrup mangler yoga,1.0,there a,158.0
228,147,The worst Santa I've seen all the strength you can't see hygiene on Nørrebro,344f1158-Bogdan.csv,-1.0,,,-1.0,,the worst s,Bogdan,The where is Fitness,1.0,the wor,162.0
229,148,"Has come back after the summer. New center manager, the lasse system crashed, no attached personal trainer, parking rules have changed to shorter times.A little bad start",344f1158-Bogdan.csv,-1.0,-1.0,-1.0,,,has come ba,Bogdan,Er kommet tilbage efter sommeren,3.0,has com,163.0
